,ACCESSION,TAXON_ID,LINEAGE,TITLE,LEAFNAME,CladeLabel
71,XM_005992451.2,7897,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Coelacanthimorpha', 'Coelacanthiformes', 'Coelacanthidae', 'Latimeria', 'Latimeria chalumnae']","PREDICTED: Latimeria chalumnae B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_005992451_2_PREDICTED_Latimeria_chalumnae_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
72,XM_006022414.3,38654,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Alligatoridae', 'Alligatorinae', 'Alligator', 'Alligator sinensis']","PREDICTED: Alligator sinensis B cell CLL/lymphoma 6 (BCL6), transcript variant X2, mRNA",XM_006022414_3_PREDICTED_Alligator_sinensis_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X2_mRNA,Euteleostomi
73,XM_006068967.3,89462,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bubalus', 'Bubalus bubalis']","PREDICTED: Bubalus bubalis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_006068967_3_PREDICTED_Bubalus_bubalis_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
74,XM_006084784.3,59463,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis', 'Myotis lucifugus']","PREDICTED: Myotis lucifugus B cell CLL/lymphoma 6 (BCL6), transcript variant X3, mRNA",XM_006084784_3_PREDICTED_Myotis_lucifugus_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X3_mRNA,Euteleostomi
75,XM_006122212.3,13735,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Pelodiscus', 'Pelodiscus sinensis']","PREDICTED: Pelodiscus sinensis B cell CLL/lymphoma 6 (BCL6), transcript variant X2, mRNA",XM_006122212_3_PREDICTED_Pelodiscus_sinensis_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X2_mRNA,Euteleostomi
76,XM_006156730.3,246437,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Scandentia', 'Tupaiidae', 'Tupaia', 'Tupaia chinensis']","PREDICTED: Tupaia chinensis BCL6, transcription repressor (BCL6), transcript variant X5, mRNA",XM_006156730_3_PREDICTED_Tupaia_chinensis_BCL6_transcription_repressor_BCL6_transcript_variant_X5_mRNA,Euteleostomi
77,XM_006188853.3,419612,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Camelus', 'Camelus ferus']","PREDICTED: Camelus ferus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_006188853_3_PREDICTED_Camelus_ferus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
78,XM_006200974.3,30538,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Vicugna', 'Vicugna pacos']","PREDICTED: Vicugna pacos BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_006200974_3_PREDICTED_Vicugna_pacos_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
79,XM_019499053.2,8496,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Crocodylia', 'Alligatoridae', 'Alligatorinae', 'Alligator', 'Alligator mississippiensis']","PREDICTED: Alligator mississippiensis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_019499053_2_PREDICTED_Alligator_mississippiensis_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
80,XM_015361246.1,7918,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Holostei', 'Semionotiformes', 'Lepisosteidae', 'Lepisosteus', 'Lepisosteus oculatus']","PREDICTED: Lepisosteus oculatus B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_015361246_1_PREDICTED_Lepisosteus_oculatus_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
81,XM_006737223.2,9713,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Pinnipedia', 'Phocidae', 'Leptonychotes', 'Leptonychotes weddellii']","PREDICTED: Leptonychotes weddellii BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_006737223_2_PREDICTED_Leptonychotes_weddellii_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
82,XM_006765857.2,225400,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis', 'Myotis davidii']","PREDICTED: Myotis davidii B-cell CLL/lymphoma 6 (BCL6), transcript variant X4, mRNA",XM_006765857_2_PREDICTED_Myotis_davidii_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X4_mRNA,Euteleostomi
83,XM_006790415.2,32507,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Lamprologini', 'Neolamprologus', 'Neolamprologus brichardi']","PREDICTED: Neolamprologus brichardi BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_006790415_2_PREDICTED_Neolamprologus_brichardi_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
84,XM_006871885.1,185453,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Chrysochloridae', 'Chrysochlorinae', 'Chrysochloris', 'Chrysochloris asiatica']","PREDICTED: Chrysochloris asiatica B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_006871885_1_PREDICTED_Chrysochloris_asiatica_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
85,XM_006925831.3,9402,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Pteropus', 'Pteropus alecto']","PREDICTED: Pteropus alecto B cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_006925831_3_PREDICTED_Pteropus_alecto_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
86,XM_006985077.2,230844,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Neotominae', 'Peromyscus', 'Peromyscus maniculatus', 'Peromyscus maniculatus bairdii']","PREDICTED: Peromyscus maniculatus bairdii BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_006985077_2_PREDICTED_Peromyscus_maniculatus_bairdii_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
87,XM_027820257.3,8469,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Americhelydia', 'Chelonioidea', 'Cheloniidae', 'Chelonia', 'Chelonia mydas']","PREDICTED: Chelonia mydas BCL6 transcription repressor (BCL6), transcript variant X3, mRNA",XM_027820257_3_PREDICTED_Chelonia_mydas_BCL6_transcription_repressor_BCL6_transcript_variant_X3_mRNA,Euteleostomi
88,XM_007083564.2,9694,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera tigris']","PREDICTED: Panthera tigris BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_007083564_2_PREDICTED_Panthera_tigris_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
89,XM_028492096.1,9755,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Physeteridae', 'Physeter', 'Physeter catodon']","PREDICTED: Physeter catodon BCL6 transcription repressor (BCL6), mRNA",XM_028492096_1_PREDICTED_Physeter_catodon_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
90,XM_007195227.3,9767,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Mysticeti', 'Balaenopteridae', 'Balaenoptera', 'Balaenoptera acutorostrata']","PREDICTED: Balaenoptera acutorostrata BCL6 transcription repressor (BCL6), transcript variant X3, mRNA",XM_007195227_3_PREDICTED_Balaenoptera_acutorostrata_BCL6_transcription_repressor_BCL6_transcript_variant_X3_mRNA,Euteleostomi
91,XM_007253672.3,7994,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Otophysi', 'Characiphysae', 'Characiformes', 'Characoidei', 'Characidae', 'Stethaprioninae', 'Astyanax', 'Astyanax mexicanus']","PREDICTED: Astyanax mexicanus BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_007253672_3_PREDICTED_Astyanax_mexicanus_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
92,XM_007443483.3,176946,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Henophidia', 'Pythonidae', 'Python', 'Python bivittatus']","PREDICTED: Python bivittatus B cell CLL/lymphoma 6 (BCL6), transcript variant X2, mRNA",XM_007443483_3_PREDICTED_Python_bivittatus_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X2_mRNA,Euteleostomi
93,XM_007448427.1,118797,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Lipotidae', 'Lipotes', 'Lipotes vexillifer']","PREDICTED: Lipotes vexillifer B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_007448427_1_PREDICTED_Lipotes_vexillifer_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
94,XM_007532729.3,9365,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Erinaceidae', 'Erinaceinae', 'Erinaceus', 'Erinaceus europaeus']","PREDICTED: Erinaceus europaeus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_007532729_3_PREDICTED_Erinaceus_europaeus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
95,XM_016681390.1,48698,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontoidei', 'Poeciliidae', 'Poeciliinae', 'Poecilia', 'Poecilia formosa']","PREDICTED: Poecilia formosa B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_016681390_1_PREDICTED_Poecilia_formosa_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
96,XM_042339305.1,7868,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Chondrichthyes', 'Holocephali', 'Chimaeriformes', 'Callorhinchidae', 'Callorhinchus', 'Callorhinchus milii']","PREDICTED: Callorhinchus milii BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_042339305_1_PREDICTED_Callorhinchus_milii_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Holocephali
97,XM_007935999.1,1230840,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tubulidentata', 'Orycteropodidae', 'Orycteropus', 'Orycteropus afer', 'Orycteropus afer afer']","PREDICTED: Orycteropus afer afer BCL6 transcription repressor (BCL6), mRNA",XM_007935999_1_PREDICTED_Orycteropus_afer_afer_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
98,XM_008009504.2,60711,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Cercopithecoidea', 'Cercopithecidae', 'Cercopithecinae', 'Chlorocebus', 'Chlorocebus sabaeus']","PREDICTED: Chlorocebus sabaeus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_008009504_2_PREDICTED_Chlorocebus_sabaeus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
99,XM_008058479.1,1868482,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Tarsiiformes', 'Tarsiidae', 'Carlito', 'Carlito syrichta']","PREDICTED: Carlito syrichta B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_008058479_1_PREDICTED_Carlito_syrichta_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
100,XM_008151582.3,29078,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Eptesicus', 'Eptesicus fuscus']","PREDICTED: Eptesicus fuscus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_008151582_3_PREDICTED_Eptesicus_fuscus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
101,XM_008277532.1,144197,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Ovalentaria incertae sedis', 'Pomacentridae', 'Stegastes', 'Stegastes partitus']","PREDICTED: Stegastes partitus B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_008277532_1_PREDICTED_Stegastes_partitus_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
102,XM_025054239.1,244447,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Cynoglossidae', 'Cynoglossinae', 'Cynoglossus', 'Cynoglossus semilaevis']","PREDICTED: Cynoglossus semilaevis B cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_025054239_1_PREDICTED_Cynoglossus_semilaevis_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
103,XM_008407674.2,8081,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontoidei', 'Poeciliidae', 'Poeciliinae', 'Poecilia', 'Poecilia reticulata']","PREDICTED: Poecilia reticulata B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_008407674_2_PREDICTED_Poecilia_reticulata_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
104,XM_030456630.1,9244,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Apodiformes', 'Trochilidae', 'Calypte', 'Calypte anna']","PREDICTED: Calypte anna BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030456630_1_PREDICTED_Calypte_anna_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
